A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
53972506.18695759,0.0,159253175.9090164,0.12121233419132299,46719139.7904609,0.06826769662237642,229452928.97302148,0.07738386994285056,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,963954477.1232473,0.8711815857606227,0.0,0.0,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,99405459.28564657,0.12087793891007806,0.0,0.0,126418134.93961288,0.06824254484295757,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,28948988.44995349,0.03315561499419976,138316023.38108653,0.2938285944421563,25342185.69152964,0.014073625136533874,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,0.0,0.0,95752928.93600285,0.1494899793923078,14250243.929480057,0.006277684192237238,144839992.1764263,0.11304713210892296,253800000.0,0.0
53972506.18695759,0.0,11625531.413880331,0.0158533374071069,179011853.0906374,0.44210479151745724,1385631.4854749197,0.0009673172449557744,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,948701617.1295328,0.8504555950554116,28679973.757018406,0.04875116304706961,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,302828288.55671537,0.27600032451351386,1820830901.4432626,3.068836866638433,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,50555965.6224184,0.05159471373293783,58381684.58481129,0.11171444662180563,69260916.08748871,0.034035132439849444,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,554321674.6235836,0.6088366265029395,0.0,0.0,411635.09375481325,0.00022400297435599422,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,241454137.64959818,0.19938398658904893,6504633.66908196,0.010452524385023717,8337011.7965621855,0.0034090045348081736,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,283150225.92063594,0.24227933614477254,0.0,0.0,173020918.28847617,0.06468177274418369,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,9808166.762306867,0.010963897041582,50698141.36696974,0.10438043993706835,29028079.42505663,0.01598391270063512,605944461.8600717,0.5978199085761695,253800000.0,0.0
53972506.18695759,0.0,74054158.52483319,0.0693821456283091,1885440798.1687622,3.1374626992783834,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,18132926.36560552,0.01984216229060215,44046960.97731644,0.0900841570409002,7188845.635942651,0.004317538603011407,108207847.4285397,0.11041428503401915,253800000.0,0.0
53972506.18695759,0.0,120867010.40714455,0.11953493529767252,10751261.848143578,0.02051023884802318,59079483.81485385,0.028569913240355276,841963608.910908,0.7653965759302932,253800000.0,0.0
53972506.18695759,0.0,48588450.125603184,0.05109487801195623,1306913448.4935467,2.4465141171669806,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,13615027.438612815,0.010997598123218122,1145852133.4529376,1.6094887686347978,4621120.704713154,0.0017131289991000741,12341686.253920987,0.00880728946153586,253800000.0,0.0
53972506.18695759,0.0,47456506.079458684,0.05101869764433316,74129700.23822443,0.1499537208203756,90401320.11144127,0.045686305293486947,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,10013026.636532594,0.010919986389191347,1924601997.0701513,3.539636741484487,0.0,0.0,13228666.5786095,0.011334934883859315,253800000.0,0.0
53972506.18695759,0.0,47719144.18296026,0.0515697783894032,1664940540.3750277,3.1597821688622827,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,61724240.151727736,0.08039279537330318,300564778.8731906,0.7290135049767219,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,342300424.02756375,0.30902366337106424,1392898414.9073682,2.3655092704467724,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,12803089.595042437,0.010930774458895696,704454445.1450732,1.0601077801843246,157038307.86291394,0.05755050459982301,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,181145132.494252,0.19755664961386193,0.0,0.0,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,250038370.6362997,0.19668629601006832,2435085707.180729,3.4836971357768194,1160056.0863792873,0.00040062516858622695,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,47613062.70674452,0.05096443672453523,1888043939.7891338,3.537510348374819,28458641.0312626,0.01300380130130685,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,27787910.449189693,0.037451388085797024,0.0,0.0,0.0,0.0,270189553.9554132,0.33644913312177327,253800000.0,0.0
53972506.18695759,0.0,355970687.10208267,0.34979139340804716,1899997187.5723271,3.468153244178266,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,11054580.074332401,0.010773699661967623,786007013.0946817,1.3448151185661876,30098264.708827395,0.013673387077201293,39319693.47166122,0.03450845687878272,253800000.0,0.0
53972506.18695759,0.0,30223111.22153052,0.030340380693598578,400279133.4383904,0.7316167957147055,0.0,0.0,0.0,0.0,253800000.0,0.0
59581590.75193003,0.003962185154975928,38310527.65171225,0.04123220561346482,124968525.96841952,0.25052658702837405,46868967.2230773,0.02446456806902375,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,113731638.79691973,0.07973147113751741,137258355.83633035,0.18286095267596614,66752738.607195094,0.022850818961602876,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,191328915.81678385,0.1956012324886794,153179665.2341509,0.2996792649426804,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,215764243.5860211,0.19412264856100475,0.0,0.0,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,47512171.862627864,0.05113549844686253,374204685.493849,0.7405136220401851,0.0,0.0,288256166.7417728,0.283946777991846,253800000.0,0.0
53972506.18695759,0.0,33879269.20227348,0.031125858645824234,831146615.4960015,1.3617133797540935,7387366.412618989,0.0031827852962664446,690457157.8864573,0.5595197267531351,253800000.0,0.0
53972506.18695759,0.0,284637378.6625918,0.27137986337781217,0.0,0.0,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,954084866.4426897,0.7691266843589014,0.0,0.0,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,20099966.44306591,0.025584069063459176,468074109.2063943,1.0646775201693934,0.0,0.0,842464187.1749059,0.9255362398960421,253800000.0,0.0
53972506.18695759,0.0,158989484.49284127,0.12081309476774335,2621488398.1697664,3.5670818177528973,0.0,0.0,853306902.0968457,0.5366175127777886,253800000.0,0.0
53972506.18695759,0.0,83098932.51250249,0.06994037758766906,2403129364.0629473,3.563763868729248,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,739519353.0319617,0.8738701933643982,71781981.05471206,0.1689791920751019,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,30553604.164729975,0.03098341857510066,2028497237.2382188,3.5388267141787044,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,389570766.20084524,0.34154999870080127,0.0,0.0,0.0,0.0,217547095.90010208,0.1879416697146301,253800000.0,0.0
53972506.18695759,0.0,144367751.54093364,0.11842462879595878,9772881.94048671,0.015428795843722608,55556158.78025708,0.022352762550256387,126752844.96604463,0.0990565862999804,253800000.0,0.0
53972506.18695759,0.0,600681053.5565085,0.5003119506387683,7400094.15602489,0.01215870501941606,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,472049579.4141444,0.4946482591869366,1740945274.3808966,3.427507440046705,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,195431501.85561907,0.19632192305352958,0.0,0.0,149716144.1367265,0.0654642271186873,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,1026498384.2856807,0.8600157366673578,0.0,0.0,19395580.25767892,0.00791864294996504,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,82288793.18525602,0.06860330258295866,1273693971.0376966,1.9245935265206136,21147330.378099907,0.008118863405551874,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,29294550.808703505,0.028554998785466214,520187660.605373,0.918772577947556,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,42924606.6172131,0.04032805892802197,19731005.11177607,0.035626095672075475,2784131.472463581,0.001453295297389029,37869883.4275142,0.033895542182432924,253800000.0,0.0
53972506.18695759,0.0,12454888.43276534,0.0109397698969224,2392665049.5936675,3.5419355017247156,0.0,0.0,216655144.1822152,0.17003378864138863,253800000.0,0.0
53972506.18695759,0.0,38596192.391062215,0.041829305600614326,830519437.8726517,1.6107161304787445,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,145134546.3353247,0.1196304403008336,1611868036.143889,2.417809510756788,766675.8577004808,0.00030889124844479506,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,21863665.644582454,0.025460505872830427,1783239606.7383184,3.5581427374545793,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,75239121.97549792,0.0692616382773641,948580528.3111013,1.5874711883288017,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,75737527.39255399,0.07016565383662611,14843813.696812913,0.026176910816547258,54386212.53266763,0.024694098317721437,63799325.93062119,0.05499519716224789,253800000.0,0.0
53972506.18695759,0.0,229042792.13000143,0.1979675840462062,0.0,0.0,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,26896560.465405025,0.03400429687473583,1642008834.2097497,3.5806117291919355,10540022.051693644,0.006228169400277145,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,158759270.90481004,0.12046454212420657,1772800890.3551638,2.4497578757717844,17065268.690518167,0.005828307899831136,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,31648172.4690338,0.031117753021680565,164232840.1482101,0.2972577563884906,51716866.363647535,0.02412592211593429,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,304760361.10705864,0.2787336720616267,5726091.492666812,0.010243478250769617,0.0,0.0,0.0,0.0,253800000.0,0.0
53972506.18695759,0.0,10196720.35186785,0.010583666697110954,95463673.23108014,0.18168655749571122,1233589.2094448349,0.0007109713329967525,311436719.4098768,0.29329736189239475,253800000.0,0.0
53972506.18695759,0.0,20710876.039739676,0.020141009067169396,57511008.86804426,0.10385743584997703,10700199.317679342,0.005627959465140409,455982035.0153888,0.4029886727678893,253800000.0,0.0
3174473020.0900965,1.6865810166406527,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,22961234.412030455,0.019836312461871973,75553847.55775192,0.12092976644022697,62764268.84083955,0.02386784884041372,36676675.840294495,0.0,768300000.0000001,0.0
1679764812.4373798,1.3601731450085874,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,9234044.126278412,0.010894256857689185,41411215.51740697,0.08993393632889651,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
33455993.38488762,0.028815420320839558,108107926.32819745,0.12022242339937589,40651921.3589434,0.08699686835988688,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
3250315884.8641686,1.9044119296826874,0.0,0.0,0.0,0.0,14286448.602968493,0.005560752835581867,36676675.840294495,0.0,768300000.0000001,0.0
122261134.65620999,0.11892049272757114,724058184.8953401,0.845993020741087,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
1094606916.3014417,0.698706865718469,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2590261125.7362843,1.8900450205104486,482272.1954036807,0.0005184711332804046,18044451.63487722,0.036442327036978465,591885.4212434662,0.00030392502638451716,36676675.840294495,0.0,768300000.0000001,0.0
2930681776.482099,1.9356002784886275,535675.9572026639,0.0005189074868446974,0.0,0.0,4179187.7065854417,0.0019162283733322794,36676675.840294495,0.0,768300000.0000001,0.0
2705885300.36591,1.9497916880311212,30566665.029545352,0.0281899048672197,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
39794236.05326566,0.028403593333946046,11113157.458320566,0.010881743677885369,2091126726.4621084,3.4158931939715873,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2836812058.393989,1.936541295710222,3026270.110470373,0.003083002354813874,1949241691.8210118,3.327248537054642,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,340414656.10052264,0.26991346703168423,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2704748835.6942225,1.9487634507151115,9317744.873426124,0.009494007205039338,48735198.453766584,0.09375796949856588,18181906.871264376,0.00835600284243911,36676675.840294495,0.0,768300000.0000001,0.0
1083171174.860421,0.7753299758761795,43734015.56602,0.041877207444192786,0.0,0.0,42896604.136247985,0.01716591195459867,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,897203402.6528989,0.8526174428460163,1741892715.3874283,3.138769946958035,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,350064562.96358365,0.3411386500803148,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
44103205.21613285,0.027220498996971012,61317781.53388353,0.049848086649352086,49584333.5488577,0.07685833531359192,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
13003873.222753214,0.008945277824528794,21740895.10203773,0.020180640831378594,441554650.5590478,0.7290872629342446,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
3462457822.971412,1.9529154486291884,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2448933334.3553877,1.9012018012036547,8792394.706866423,0.009913279526649632,24958452.625267446,0.05327822337815862,19178733.168493237,0.009888248339896166,50384588.60144935,0.014559530814929295,768300000.0000001,0.0
89289880.02119562,0.08231168835210692,0.0,0.0,586393556.0289099,1.3038455777611881,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
79274673.74344897,0.06343615001332174,114222121.76561084,0.11884511030957247,24729482.056428704,0.049008425717821685,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
11407366.3765077,0.008821355934923789,68946403.04308763,0.06937500596782967,42217881.19121097,0.07980248862057754,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
890396065.4216456,0.8856393499954189,12422531.194836676,0.016875724023024764,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2298256558.391968,1.8936886717533759,155825937.38610977,0.17263155328494867,83109933.96259357,0.17730260584747043,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,98830822.87275457,0.11948604636436289,4493268.732429457,0.01042365707325959,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,25555352.44045355,0.0365176087000674,92985117.74333648,0.24555923768481977,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2889281283.8793535,1.9012018012036547,122368102.69835648,0.11223307759032845,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,694665223.1310802,0.4969378055338542,0.0,0.0,95146799.41054443,0.022254242723921444,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,836508207.0270178,0.867701825175031,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
8308095.550635302,0.009035203267389918,20138495.02220977,0.02932878442383187,16096680.53902824,0.043640900968292866,17852460.790737595,0.01196597158069675,36676675.840294495,0.0,768300000.0000001,0.0
3236983979.4060698,1.8945534089716984,1050676219.1731374,0.769826520694237,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
89535037.20446429,0.052310647412048494,158907114.41440046,0.12068838315174181,0.0,0.0,129106029.66268772,0.041230385929991814,36676675.840294495,0.0,768300000.0000001,0.0
2787302993.0913615,1.937467588880838,240093207.4414912,0.20760989294987786,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
307666902.2014975,0.27742765169488487,94233506.16166756,0.1115464555598728,0.0,0.0,65512147.66091948,0.03397213905214408,36676675.840294495,0.0,768300000.0000001,0.0
2446909441.234087,1.8992179637628939,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,0.0,0.0,87343366.58643898,0.13603746140546324,2918028.3658094974,0.0012385884220926478,36676675.840294495,0.0,768300000.0000001,0.0
63382901.15621409,0.06267007197977154,7793311.643580742,0.010549180594431063,118257109.60139799,0.2920848969554642,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2752953620.158863,1.9074366904178037,853380657.3602246,0.7231622556639915,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
232636786.0889275,0.16464705840638122,301439917.9621769,0.2733865154895581,1365865485.6413546,2.296194781074651,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2796112512.297681,1.9451667696646742,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
401183582.9422362,0.348928785832184,550445553.9800797,0.6010220272525948,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
44968457.19829628,0.029287271093163474,241277214.38444602,0.19908750481279247,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2154387029.0762076,1.3446693329307244,2831185.1592625277,0.002336876926642771,0.0,0.0,20063224.50758654,0.005316841660245115,36676675.840294495,0.0,768300000.0000001,0.0
208976343.24283856,0.1648783776818944,0.0,0.0,12827382.687106468,0.02616146469082293,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2974145110.412405,1.9216011420040457,0.0,0.0,9394701.19978673,0.01490980208931205,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
349137107.0206982,0.27044623974699705,5424622.816864748,0.0058859796690933055,26810429.00123813,0.054327628821109517,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2768852946.641062,1.9213384273811736,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
20637651.803839985,0.016424863708175495,48567065.943230145,0.051051020398320816,1014021014.9710042,1.8945529002609534,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
49294367.69325379,0.02896091920657598,9791620.3560238,0.007856249252553096,735631798.8423634,1.0367783206487486,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
20155446.22242152,0.016408911803546332,47422996.7873854,0.05094838672829957,41443794.86108646,0.08403759560195037,43572337.69621099,0.02114316607765395,36676675.840294495,0.0,768300000.0000001,0.0
2374493841.9264755,1.7146760037285977,0.0,0.0,1818881064.4528484,3.2415859293486893,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2638598951.318242,1.9439875595104694,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,61724240.151727736,0.08039279537330318,173790518.39673653,0.42156453706352737,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,342300424.02756375,0.30902366337106424,1073764852.1668196,1.8140015358889499,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
3428250813.611495,1.9286948926587506,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,181145132.494252,0.19755664961386193,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
117321967.70218119,0.0719112210269064,249516886.415395,0.1958493986626524,2391268664.6554656,3.3877881019078244,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
10658810.975023843,0.00867739481646151,47607236.99631409,0.05095225975221775,1852519571.0216093,3.4358204609485616,13679631.664547019,0.0058461581520491725,36676675.840294495,0.0,768300000.0000001,0.0
65384218.84046155,0.06500786954562433,27404823.04153911,0.03646014507087801,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2677684080.863652,1.9242716935816186,7983685.773723509,0.00754731671122656,540364423.1808908,0.9532839451058072,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,11054580.074332401,0.010773699661967623,597772583.488378,1.0209304692176853,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
53217024.85046276,0.03974288446848139,30223111.22153052,0.030340380693598578,393473366.755432,0.7131723120930724,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2619764673.250284,1.9172554643423787,2695416.402920235,0.0028288019465467244,10048476.98310034,0.019996728517910345,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
3861059857.495434,1.8836099404642261,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
153125795.89080918,0.1205968884168997,190519149.2129951,0.19390864827329235,38088745.27980612,0.07423263328629988,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
2930415656.4211626,1.8860152790033933,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
104224522.15431055,0.08339968682364285,46934765.57268836,0.0499239549418429,217333511.9636871,0.43109071909389507,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
3140417880.292422,1.9383626612870293,0.0,0.0,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
0.0,0.0,284637378.6625918,0.27137986337781217,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
41520095.44677068,0.028236886551316235,953994683.9399312,0.7689680619976105,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
9449238.70668765,0.008952283026220415,20067063.570511673,0.02550437125452574,321600732.9414968,0.7326004126402795,0.0,0.0,50810356.786606625,0.016552763752377866,768300000.0000001,0.0
802454747.3081996,0.4466188803944777,64139121.2413993,0.04855223413017935,2563316689.2735863,3.4466443175837935,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
3353452074.009096,1.9431850483877815,0.0,0.0,339001903.06960845,0.48440738061413813,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
127891058.52954641,0.12549697103015084,738622951.8845699,0.871550745222349,0.0,0.0,0.0,0.0,36676675.840294495,0.0,768300000.0000001,0.0
